,issue_area,question,submission_date,submitter_location,submitters,vote_count,question_
11410,Taxes & Budget,Should America's leaders also be required to pay their fair share?,2016-09-28 07:36:00,CA,Shayn a.,48,"america_'s leader require pay_their_fair_share
"
11411,Society & Community,Do you fell interrupting another candidate constantly is a fair way to debate?,2016-09-28 04:04:00,TX,Edward K.,48,"fall interrupt candidate constantly fair way debate
"
11412,Government & Elections,Why don't you release information to the public if they request it?,2016-09-27 23:37:00,WA,Jason H.,48,"release information public if_they request
"
11413,Foreign Policy & Military,Why or why not would you support keeping refugees in their native country?,2016-09-27 20:57:00,FL,Melissa C.,48,"support refugee native country
"
11414,Government & Elections,"How much should one individual be able to donate to a candidate, party, or PAC?",2016-09-27 20:29:00,NE,Kevin H.,48,"how_much individual able donate candidate party pac
"
11415,Society & Community,"What effect, if any, can a president's words and tweets have on the world? ",2016-09-27 20:01:00,CO,Jordan P.,48,"effect if_any president 's word tweet world
"
11416,Civil Rights,"Where is my free, tax payer funded, govt sponsored AR-15?",2016-09-27 18:46:00,CO,Jack M.,48,"free tax_payer fund govt sponsor ar-15
"
11417,Society & Community,How would you solve the problem of gun-smuggling in Chicago and other cities?,2016-09-27 18:40:00,IL,Alexandra T.,48,"solve problem gun smuggling chicago city
"
11418,Taxes & Budget,"Can you explain what you mean by ""fair share"" of taxes? E.g., dollars or percent",2016-09-27 17:41:00,CA,George T.,48,"explain mean fair_share tax e.g. dollar percent
"
11419,Society & Community,"By year 2020, what will be your most notable contribution as President?",2016-09-27 13:21:00,TX,Cierra B.,48,"year 2020 notable contribution as_president
"
11420,Society & Community,Do you support social democracy such as it exists in parts of Europe?,2016-09-27 15:35:00,NC,Roy H.,48,"support social democracy such_as exist part_of europe
"
11421,Civil Rights,Do you feel 53 ATF store fronts and Fast and Furious are good for communities?,2016-09-27 14:45:00,CA,Laura B.,48,"feel 53 atf store fast furious good community
"
11422,Government & Elections,Should reality TV gimmicks be used to decide the Presidency?,2016-09-27 14:43:00,MO,Mark C.,48,"reality tv gimmick use decide presidency
"
11423,Government & Elections,As President how would you connect to the voters who voted against you?,2016-09-27 13:57:00,TX,Woot L.,48,"as_president connect voter vote
"
11424,Government & Elections,What will you do to ensure that appointed Government personnel are qualified?,2016-09-27 13:16:00,LA,Clifton E.,48,"ensure_that appoint government personnel qualified
"
11425,Taxes & Budget,Balancing the budget/federal spending,2016-09-27 12:54:00,NV,James E.,48,"balance budget/federal spending
"
11426,Economy & Jobs,Do you support targeted business tax breaks? ,2016-09-27 12:31:00,MD,Christopher C.,48,"support target business tax_break
"
11427,Government & Elections,How would you address the low level of trust and support in our government?,2016-09-27 12:25:00,CA,Chester L.,48,"address low level trust support government
"
11428,Society & Community,"Do you believe that limiting US population is inherently ""racist""?",2016-09-27 11:12:00,CO,Sane P.,48,"believe_that limit population inherently racist
"
11429,Foreign Policy & Military,"If our military forces were in serious  trouble, would you send help?",2016-09-28 19:56:00,SC,Deborah C.,48,"our_military force trouble send help
"
11430,Infrastructure & Technology,"Why did clean energy boom, then burst the past 8 years?",2016-09-27 14:20:00,CO,Chris C.,48,"clean_energy boom burst past 8_year
"
11431,Society & Community,How can you lead when you are divisive?,2016-09-27 13:44:00,CT,charli b.,48,"lead divisive
"
11432,Government & Elections,Should candidate be REQUIRED by law to reveal their tax returns?,2016-10-07 15:39:00,MN,Alice F.,48,"candidate require law reveal tax_return
"
11433,Society & Community,How will you use your temperament as a positive tool for change?,2016-09-30 16:21:00,NJ,Karen S.,48,"use temperament positive tool change
"
11434,Government & Elections, How would you reform the  excessive government spending?,2016-09-27 20:43:00,IL,Sherry N.,48,"reform excessive government_spending
"
11435,Infrastructure & Technology,How would your administration support scientific research at the fed level?,2016-09-29 12:36:00,MD,Robert P.,49,"your_administration support scientific_research feed level
"
11436,Foreign Policy & Military,why do we attack terrorists abroad yet import them here as refugees?,2016-10-02 10:00:00,NV,John C.,49,"attack terrorist abroad import refugee
"
11437,Government & Elections,Will you circumvent Congress and the will of the people with executive orders?,2016-09-28 02:35:00,SD,Ben H.,49,"circumvent congress people executive_order
"
11438,Environment,Will you hold the EPA accountable for the Animus River toxic waste spill?,2016-09-29 13:32:00,IL,Andy J.,49,"hold epa accountable_for animus river toxic waste spill
"
11439,Government & Elections,What do you say to those who are scared of you winning the presidency?,2016-09-27 22:31:00,UT,Michael W.,49,"those_who scared win presidency
"
11440,Society & Community,Can America trust you? ,2016-09-27 18:24:00,OR,Timothy C.,49,"america trust
"
11441,Government & Elections,How will you get Congress to pass all those critical bills?,2016-09-27 15:25:00,DC,Susan M.,49,"congress pass critical
"
11442,Foreign Policy & Military,What is your stance on the Sokovia Accords?,2016-09-27 12:46:00,TX,Robert L.,49,"your_stance_on sokovia accords
"
11443,Education,How will you create more educational opportunity in the United States? ,2016-09-29 15:16:00,MA,Daniel B.,49,"create_more educational opportunity united_states
"
11444,Society & Community,Do you believe in nationalism or globalism.,2016-09-29 12:46:00,FL,vincent n.,49,"believe nationalism globalism
"
11445,Foreign Policy & Military,"As a negotiator, explain your biggest successes (if applicable) and failures.",2016-09-27 13:38:00,NC,Aaron R.,49,"negotiator explain big success applicable failure
"
11446,Civil Rights,Do you support the legalization of medical and or recreational marijuania?,2016-09-30 07:31:00,MD,Harold T.,49,"support legalization medical recreational marijuania
"
11447,Civil Rights,Should transgender people be able to use which restroom they want?,2016-09-30 06:58:00,NY,Eric Y.,49,"transgender_people able use restroom want
"
11448,Government & Elections,Why accept donations from countries that degrade women,2016-09-28 19:28:00,CA,David N.,49,"accept donation_from country degrade woman
"
11449,Education,What actions will be taken to combat the blatant dishonesty by media sources?,2016-10-04 00:08:00,TX,Melvin M.,49,"action combat blatant dishonesty medium source
"
11450,Civil Rights,Do you support turning the Hyde Amendment into a permanent law?,2016-10-07 22:23:00,TX,Richard L.,49,"support turn hyde_amendment permanent law
"
11451,Society & Community,How would you change the kill shelters in every state to no-kill shelters?,2016-10-07 18:24:00,AZ,Kristie S.,49,"change kill shelter state kill shelter
"
11452,Government & Elections,Should a federally elected position be subject to drug screening?,2016-10-07 14:05:00,NE,Megan W.,49,"federally elect position subject drug screening
"
11453,Health,Should medical or recreational marijuana be legal or illegal? ,2016-10-07 13:22:00,OH,Madison  B.,49,"medical recreational marijuana legal illegal
"
11454,Government & Elections,"Will you get money out of politics? If so, how?",2016-10-06 22:46:00,CA,Tidus C.,49,"get_money_out_of politics if_so
"
11455,Foreign Policy & Military,Should other countries have to prove their value to US to get foreign aid? Why/n,2016-09-27 17:40:00,SC,Susan R.,49,"other_country prove value foreign_aid why/n
"
11456,Government & Elections,"How is the wall street, government, election rigged and how would you fix it?",2016-09-27 16:40:00,CA,Abraham Y.,49,"wall_street government election rig fix_it
"
11457,Foreign Policy & Military,How will you render the US safe from nukes controlled by irrational nations?,2016-09-27 15:55:00,FL,Al R.,49,"render safe nuke control irrational nation
"
11458,Government & Elections,What specific issues are you hoping your Supreme Court nominees will hear?,2016-09-27 15:40:00,FL,Roberta T.,49,"specific issue hop supreme_court_nominee hear
"
11459,Education,How will you SPECIFICALLY use modern technology to educate our children?,2016-09-27 14:49:00,MA,Charles  F.,49,"specifically use modern technology educate child
"
11460,Taxes & Budget,"What is the formula for determining one's ""fair share""?",2016-09-27 14:27:00,TX,Charles M.,49,"formula determine 's fair_share
"
11461,Economy & Jobs,How will you handle the next Recession?,2016-09-27 14:20:00,MI,Douglas W.,49,"handle recession
"
11462,Infrastructure & Technology,Do you think a discussion on the use of cyber weapons/attaks is very urgent?,2016-09-27 14:10:00,NY,Peter L.,49,"think discussion use cyber weapons/attak urgent
"
11463,Government & Elections,How do you bridge the divide between opposing parties and heal the country?,2016-09-27 13:38:00,TN,Joey R.,49,"bridge divide oppose_party heal country
"
11464,Society & Community,Why are Americans to polarized on issues and what can be done to improve?,2016-09-27 12:42:00,TN,Jennifer P.,49,"americans polarize issue improve
"
11465,Government & Elections,Would you commit to hiring only key staff who have worked in the public sector?,2016-09-27 12:37:00,TX,John P.,49,"commit hire key staff work public sector
"
11466,Economy & Jobs,"IF THERE IS AN ECONOMIC RECOVERY, WHY IS THE FED STILL AT ZERO?",2016-09-27 12:21:00,MA,ryan a.,49,"economic recovery fed zero
"
11467,Economy & Jobs,When was the last time you were unemployed?,2016-09-27 12:19:00,OH,Jeff N.,49,"last_time unemployed
"
11468,Health,What will you do to support the growing number of people with autism in the US?,2016-10-03 20:38:00,MN,Anna O.,49,"support grow_number people with_autism
"
11469,Taxes & Budget,What would you do to simplify the tax code?,2016-09-30 16:21:00,MO,Venkatesh N.,49,"simplify tax_code
"
11470,Health,"How would you alter or change Obamacare, if you made it to office?",2016-10-03 17:12:00,WA,John P.,49,"alter change obamacare office
"
11471,Taxes & Budget,Would you sign a balanced budget constitutional amendment,2016-09-29 19:48:00,MI,Robert M.,49,"sign a_balanced_budget constitutional_amendment
"
11472,Taxes & Budget,Do you support the Buffet Law replacing the Alternative Minimum Tax law?,2016-10-06 00:18:00,PA,Judi F.,49,"support buffet law replace alternative minimum tax law
"
11473,Health,What will you do to make sure everyone can have affordable health insurance?,2016-10-05 22:12:00,CT,Vanessa C.,49,"make_sure affordable health_insurance
"
11474,Foreign Policy & Military,What would you do to reduce mass shootings and gun violence?,2016-10-05 09:54:00,FL,Andres H.,49,"reduce mass_shooting gun_violence
"
11475,Education,What plans do you have for reducing and controlling student loan debt?,2016-10-05 09:28:00,MD,Rita D.,49,"plan reduce control student_loan_debt
"
11476,Health,US spends ~twice as much/person as other advanced countries on health care. Why,2016-10-03 16:18:00,AK,Alex P.,49,"spend ~twice much/person advanced country health_care
"
11477,Environment,Did EPA illegally use children as guinea pigs?,2016-10-03 13:41:00,SC,Carlene C.,49,"epa illegally use child guinea pig
"
11478,Civil Rights,Do you support the Supreme Court's ruling regarding marriage equality?,2016-10-03 01:48:00,CO,Adam M.,49,"support supreme_court 's ruling regard marriage equality
"
11479,Government & Elections,How important is transparency and honesty in politics?,2016-10-02 23:58:00,WA,Michael H.,49,"important transparency honesty politics
"
11480,Civil Rights,How will you protect the rights of all American citizens?,2016-10-02 04:38:00,CA,Randi L.,49,"protect right american_citizen
"
